generation,,A1,A2,,N1,N2,,sp1_p1,sp1_p1sd,sp1_t1,sp1_t1sd,sp1_q1,sp1_q1sd,,sp2_p1,sp2_p1sd,sp2_t1,sp2_t1sd,sp2_q1,sp2_q1sd,,sp1sp1, sp1sp2, sp2sp2, sp2sp1,hybrid,,BDM_0,BDM_1,BDM_2,BDM_3,BDM_4,BDM_5,BDM_6,BDM_7,BDM_8,BDM_9,BDM_10,BDM_11,BDM_12,BDM_13,BDM_14,BDM_15,BDM_16,BDM_17,BDM_18,BDM_19,,hy_0,hy_1,hy_2,hy_3,hy_4,hy_5,hy_6,hy_7,hy_8,hy_9,hy_10,hy_11,hy_12,hy_13,hy_14,hy_15,hy_16,hy_17,hy_18,hy_19,,p1_0,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p1_11,p1_12,p1_13,p1_14,p1_15,p1_16,p1_17,p1_18,p1_19,,t1_0,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t1_8,t1_9,t1_10,t1_11,t1_12,t1_13,t1_14,t1_15,t1_16,t1_17,t1_18,t1_19,,signal1_p1,signal1_p1sd,signal1_t1,signal1_t1sd, signal1_r{p_t}, signal1_r{bdm_p}, signal1_r{bdm_t}, signal1_Mean_p_mother,signal1_ sd_p_mother, signal1_Mean_t_father,signal1_ sd_t_father, signal1_r{p_mother_t_father},,,
21500,,-0.00871501,0.00877324,,7195,7197,,0.470177,0.0845389,3.00994,0.0898814,0.123002,0.34796,,0.473319,0.0862747,3.01365,0.0922721,0.116021,0.341417,,7144,97,7150,136,473,,0,0,0,0.000133333,0.000133333,0.000133333,0.000266667,0.000933333,0.0284,0.185067,0.804533,0.974667,0.9992,1,1,0.999867,0.999867,1,0.999867,1,,0,0,0,0.00133333,0.00133333,0.00133333,0.00266667,0.00266667,0.0746667,0.333333,0.313333,0.0733333,0.00266667,0,0,0.00133333,0.00133333,0,0.00133333,0,,0.461033,0.455867,0.4589,0.452267,0.468267,0.4689,0.475167,0.483133,0.4969,0.486367,0.490033,0.493967,0.498167,0.4818,0.478533,0.4823,0.461333,0.4494,0.455733,0.454433,,2.9946,3.0026,3.0064,3.0036,3.0086,3.0082,3.0164,3.0282,3.0176,3.0244,3.0412,3.0336,3.0214,3.0262,3.0272,3.0152,3.0062,2.9954,2.9966,2.9816,,0.472625,0.0854292,3.01276,0.0911053,0.0325136,0.0192559,0.0212439,0.472305,0.0833898,3.01332,0.0901974,0.0646672,,0.1192,0.118191
21750,,0.00632329,-0.00607937,,7152,7166,,0.479852,0.087887,2.97758,0.0846036,0.123881,0.34782,,0.461342,0.0856639,2.97494,0.0993411,0.12643,0.350084,,7061,82,7081,86,690,,0,0,0,0,0,0,0.000266667,0.0032,0.0237333,0.194933,0.811867,0.973067,0.997867,1,1,1,1,1,1,1,,0,0,0,0,0,0,0.00266667,0.0133333,0.076,0.374667,0.341333,0.0906667,0.0106667,0,0,0,0,0,0,0,,0.4492,0.456,0.462333,0.472367,0.4854,0.4935,0.4971,0.4952,0.501467,0.491233,0.4785,0.464933,0.447067,0.4437,0.450533,0.460133,0.4629,0.469967,0.4664,0.477367,,2.9586,2.9634,2.9668,2.9752,2.987,2.982,2.9846,2.9846,2.99,2.9916,2.997,2.9958,2.99,2.978,2.9858,2.974,2.9664,2.9564,2.9624,2.9506,,0.471265,0.0869248,2.97701,0.0918203,0.0260143,-0.104376,-0.0118374,0.473297,0.0862768,2.9751,0.0928439,0.0557206,,0.1248,0.121492
22000,,0.155144,-0.150503,,7175,7129,,0.486599,0.0841759,3.00452,0.066247,0.117213,0.337943,,0.472044,0.0866042,2.94075,0.115948,0.13424,0.3638,,7102,102,7063,92,641,,0,0,0,0,0.000133333,0,0,0.0044,0.0214667,0.181333,0.801867,0.973733,0.9976,0.999733,1,1,1,1,1,1,,0,0,0,0,0.00133333,0,0,0.0253333,0.0826667,0.329333,0.384,0.0893333,0.0133333,0.00266667,0,0,0,0,0,0,,0.492067,0.498267,0.485,0.482167,0.4858,0.485667,0.4925,0.4808,0.483,0.477667,0.474167,0.465367,0.470067,0.4626,0.473367,0.471233,0.476567,0.4741,0.4743,0.4786,,3.0154,3.0096,3.0082,3.0022,3.0036,3.0006,3.0092,3.0008,2.991,2.9936,2.959,2.9354,2.928,2.9296,2.927,2.944,2.9508,2.9562,2.9552,2.9374,,0.479165,0.0857124,2.97284,0.0996661,0.0490624,-0.0823918,-0.315033,0.480165,0.0848844,2.97339,0.100734,0.0815354,,0.125333,0.122558
22250,,0.136178,-0.135666,,7198,7168,,0.4981,0.0837053,3.0304,0.0867096,0.119061,0.341605,,0.49623,0.0826533,2.97573,0.11059,0.127651,0.358879,,7126,133,7095,73,573,,0,0.000133333,0.000133333,0,0.000133333,0,0.0004,0.0016,0.0221333,0.184133,0.811333,0.973067,0.998267,0.9996,0.999867,1,1,1,1,1,,0,0.00133333,0.00133333,0,0.00133333,0,0.004,0.0106667,0.068,0.330667,0.333333,0.08,0.00933333,0.004,0.00133333,0,0,0,0,0,,0.5013,0.491133,0.483933,0.495633,0.494033,0.4973,0.5041,0.507267,0.502467,0.506567,0.489667,0.493133,0.4918,0.493667,0.497067,0.4962,0.497933,0.4958,0.4967,0.5086,,3.0218,3.0304,3.018,3.0308,3.0268,3.0352,3.0372,3.0376,3.0378,3.029,3,2.9902,2.9964,2.9928,2.9786,2.9826,2.9688,2.9518,2.9496,2.9558,,0.497215,0.0832598,3.00356,0.102846,0.0194051,-0.0125597,-0.261531,0.496473,0.0849091,3.00331,0.100203,0.0229397,,0.123867,0.123324
22500,,-0.232622,0.257907,,7165,7220,,0.47313,0.0856515,3.01606,0.0672199,0.126867,0.350192,,0.524557,0.0823172,3.11439,0.136297,0.117729,0.337977,,7084,70,7157,95,594,,0,0,0,0,0,0,0,0.000666667,0.0216,0.194267,0.840933,0.970267,0.995867,0.998533,1,0.999867,1,1,1,1,,0,0,0,0,0,0,0,0.00666667,0.08,0.346667,0.282667,0.0826667,0.0146667,0.00533333,0,0.00133333,0,0,0,0,,0.469533,0.4648,0.466933,0.4727,0.4793,0.477133,0.480933,0.4731,0.4823,0.472633,0.5123,0.5227,0.521767,0.5259,0.532933,0.532533,0.521,0.5211,0.525267,0.5177,,3.0316,3.0206,3.0184,3.0152,3.0128,3.01,3.0144,3.009,3.0124,3.0302,3.1064,3.1144,3.1244,3.1422,3.1362,3.123,3.106,3.0958,3.0924,3.082,,0.498628,0.0879815,3.06487,0.117637,0.137947,0.287031,0.411964,0.49869,0.0860428,3.06517,0.116548,0.156847,,0.1216,0.118013
22750,,-0.528811,0.575961,,7191,7184,,0.480121,0.0835839,3.02259,0.0825496,0.121124,0.342693,,0.522929,0.0841858,3.24287,0.184834,0.116787,0.335371,,7110,81,7095,65,649,,0.000133333,0.000266667,0,0,0,0.000133333,0.0004,0.0028,0.0208,0.1676,0.826533,0.978667,0.997067,0.999867,1,1,1,0.999867,0.999867,0.999733,,0.00133333,0.00266667,0,0,0,0.00133333,0.00266667,0.012,0.0666667,0.329333,0.328,0.0706667,0.012,0.00133333,0,0,0,0.00133333,0.00133333,0.00266667,,0.4842,0.4711,0.4773,0.481067,0.475067,0.486067,0.485633,0.490833,0.472733,0.484933,0.5192,0.540533,0.532033,0.5266,0.513533,0.505733,0.514267,0.519967,0.521,0.527267,,3.0318,3.0308,3.028,3.0204,3.0204,3.01,3.0126,3.0192,3.026,3.0598,3.1766,3.2074,3.2302,3.2428,3.2116,3.2276,3.2528,3.2718,3.2664,3.292,,0.501453,0.0866457,3.13191,0.17931,0.175429,0.243624,0.60378,0.501227,0.0862511,3.13069,0.17673,0.199741,,0.118,0.114343
23000,,-0.369427,0.384939,,7185,7187,,0.484148,0.0851832,2.99877,0.0680442,0.114544,0.332371,,0.504477,0.0850342,3.15138,0.155336,0.111312,0.33027,,7099,103,7140,81,577,,0,0,0,0,0,0,0.0008,0.00333333,0.0249333,0.165467,0.818267,0.975333,0.9968,0.999867,1,1,1,1,1,1,,0,0,0,0,0,0,0.00266667,0.0146667,0.088,0.316,0.332,0.068,0.0146667,0.00133333,0,0,0,0,0,0,,0.4816,0.4986,0.489233,0.482433,0.486067,0.4821,0.4756,0.483333,0.486,0.4781,0.4728,0.494967,0.499033,0.500533,0.5121,0.5144,0.515333,0.510433,0.510133,0.503567,,2.994,2.99,3.0034,2.9978,3.0034,2.9906,3,3.0036,3.0042,3.0294,3.0966,3.1234,3.1208,3.1408,3.15,3.1472,3.1894,3.1748,3.176,3.1618,,0.493818,0.0856738,3.07486,0.14169,0.072741,0.116369,0.528833,0.492762,0.0854321,3.07326,0.139223,0.103857,,0.113867,0.110234
23250,,-0.315523,0.3471,,7187,7174,,0.449029,0.087444,2.93474,0.114127,0.131487,0.361987,,0.493968,0.088489,3.07527,0.128581,0.110399,0.327054,,7120,83,7129,104,564,,0,0.000133333,0,0,0,0,0.000533333,0.00226667,0.022,0.183733,0.814133,0.974533,0.997867,0.999333,1,0.999733,1,1,1,1,,0,0.00133333,0,0,0,0,0.00533333,0.0146667,0.0693333,0.32,0.341333,0.0853333,0.0106667,0.00133333,0,0.00266667,0,0,0,0,,0.453267,0.460033,0.459433,0.456433,0.458533,0.447467,0.437033,0.4422,0.437033,0.446667,0.511567,0.525833,0.5115,0.5094,0.498667,0.4926,0.485367,0.469567,0.464667,0.4679,,2.9512,2.9528,2.9528,2.9472,2.9402,2.9316,2.9272,2.9182,2.9082,2.951,3.0726,3.1264,3.1006,3.1082,3.0832,3.0652,3.0416,3.0368,3.0416,3.0514,,0.471758,0.0906143,3.0054,0.140288,0.18268,0.247759,0.495289,0.470218,0.0909368,3.00572,0.141765,0.183557,,0.1218,0.119498
23500,,-0.233483,0.233747,,7141,7158,,0.491916,0.0843231,2.98269,0.108944,0.118611,0.344508,,0.492473,0.0822082,3.07762,0.112485,0.122939,0.343951,,7057,109,7101,94,639,,0,0,0,0,0,0.000266667,0.0012,0.0048,0.0312,0.201467,0.802533,0.972933,0.996933,0.999467,0.9996,0.999733,1,0.999867,1,1,,0,0,0,0,0,0.00266667,0.00266667,0.0173333,0.102667,0.34,0.349333,0.0853333,0.0226667,0.004,0.004,0.00266667,0,0.00133333,0,0,,0.494033,0.490567,0.488367,0.4921,0.488867,0.4823,0.490867,0.4979,0.501333,0.493567,0.4889,0.480733,0.487733,0.487267,0.4971,0.4997,0.500533,0.493567,0.486067,0.5008,,2.9734,2.984,2.978,2.964,2.982,3.0024,2.987,2.9884,2.9952,2.9954,3.0478,3.0734,3.0812,3.0768,3.0894,3.0848,3.0748,3.0732,3.0702,3.0796,,0.492115,0.0834113,3.03005,0.120044,0.0238634,0.00195878,0.387293,0.491947,0.083836,3.03179,0.11918,0.0459402,,0.1214,0.119062
23750,,-0.216575,0.22148,,7193,7196,,0.496132,0.0837735,3.03357,0.0891998,0.10855,0.326809,,0.507369,0.0837203,3.12088,0.132935,0.122429,0.344926,,7117,116,7144,93,530,,0,0,0,0,0,0.000133333,0,0.0016,0.0214667,0.1872,0.815867,0.975067,0.998933,0.999867,1,1,1,1,1,1,,0,0,0,0,0,0.00133333,0,0.00933333,0.064,0.334667,0.326667,0.0733333,0.004,0.00133333,0,0,0,0,0,0,,0.493767,0.481133,0.4866,0.492733,0.492367,0.4935,0.5009,0.500433,0.513667,0.5096,0.516333,0.518767,0.504667,0.497933,0.507367,0.509767,0.501567,0.5046,0.5066,0.510167,,3.0152,3.0212,3.0268,3.0232,3.026,3.0384,3.0384,3.0486,3.0578,3.0642,3.116,3.1328,3.142,3.1242,3.1348,3.1276,3.1066,3.0936,3.1064,3.1152,,0.502123,0.083851,3.07795,0.121504,0.0553319,0.066372,0.353614,0.503015,0.0845032,3.07855,0.120845,0.0834257,,0.117067,0.114162
24000,,-0.28611,0.314517,,7170,7147,,0.468243,0.0847345,3.01757,0.0698682,0.125941,0.350388,,0.514733,0.0833357,3.13978,0.146118,0.119071,0.34374,,7089,77,7073,107,654,,0,0,0,0,0,0.000133333,0,0.00213333,0.0216,0.196,0.811067,0.975333,0.997733,0.999467,1,1,1,1,1,1,,0,0,0,0,0,0.00133333,0,0.0133333,0.0733333,0.366667,0.353333,0.0866667,0.012,0.004,0,0,0,0,0,0,,0.4803,0.462433,0.471933,0.4678,0.453,0.456567,0.465433,0.4775,0.478767,0.478767,0.507533,0.520933,0.520967,0.519067,0.521367,0.5143,0.5136,0.507367,0.501833,0.5097,,3.03,3.0212,3.019,3.0186,3.0168,3.0156,3.0168,3.0124,3.016,3.0328,3.0946,3.1614,3.1628,3.175,3.147,3.1526,3.1332,3.1158,3.1184,3.1074,,0.491458,0.0871268,3.07837,0.129223,0.140971,0.264707,0.465035,0.493845,0.0870847,3.07586,0.126662,0.151847,,0.123067,0.120988
24250,,-0.39464,0.431201,,7205,7183,,0.455545,0.0847454,2.9242,0.121138,0.127412,0.347897,,0.497748,0.080687,3.09746,0.126847,0.114437,0.332668,,7145,108,7115,90,542,,0,0,0,0.000266667,0.000133333,0,0,0.00146667,0.0202667,0.190933,0.824,0.976133,0.9964,1,0.999733,1,0.999733,1,1,1,,0,0,0,0.00266667,0.00133333,0,0,0.008,0.0573333,0.321333,0.32,0.0826667,0.0173333,0,0.00266667,0,0.00266667,0,0,0,,0.440733,0.439733,0.4485,0.451933,0.457633,0.461467,0.457767,0.466767,0.4665,0.470067,0.492933,0.495533,0.4923,0.486333,0.4858,0.500033,0.5112,0.509,0.4999,0.4962,,2.8826,2.875,2.8768,2.907,2.9124,2.9332,2.9596,2.965,2.9798,2.9934,3.0892,3.093,3.1094,3.1082,3.0954,3.0914,3.096,3.0836,3.0974,3.0944,,0.476517,0.0852391,3.01214,0.150667,0.163484,0.243311,0.564947,0.477197,0.0868615,3.01314,0.149212,0.191356,,0.120333,0.115187
24500,,-0.330939,0.344748,,7213,7155,,0.451223,0.0855028,2.88329,0.130979,0.133232,0.359067,,0.470052,0.0807405,3.02998,0.0970346,0.118938,0.342757,,7133,72,7063,100,632,,0,0,0,0,0,0.000133333,0.000133333,0.00186667,0.0233333,0.170267,0.810533,0.977333,0.9964,0.999067,1,1,0.999867,1,1,1,,0,0,0,0,0,0.00133333,0.00133333,0.00666667,0.0626667,0.313333,0.349333,0.084,0.0186667,0.004,0,0,0.00133333,0,0,0,,0.4743,0.4764,0.457067,0.461733,0.459167,0.446133,0.4413,0.433,0.4287,0.433,0.4465,0.455067,0.4606,0.4638,0.4647,0.476467,0.467233,0.4863,0.488733,0.475733,,2.8888,2.9038,2.8938,2.8854,2.8824,2.877,2.8734,2.8812,2.875,2.8848,2.9526,2.983,3.0066,3.0182,3.0336,3.0354,3.0484,3.0616,3.0584,3.055,,0.459797,0.0838671,2.95492,0.136399,0.105174,0.108853,0.528428,0.458722,0.0838718,2.95439,0.136471,0.124545,,0.125467,0.122791
24750,,-0.271495,0.284138,,7201,7136,,0.44255,0.086851,2.83627,0.150143,0.139564,0.37036,,0.463159,0.0842106,2.95897,0.112613,0.130465,0.359905,,7119,74,7074,107,626,,0,0,0,0.000133333,0.000133333,0.0004,0.000666667,0.00546667,0.0172,0.1648,0.807333,0.969333,0.998133,0.999867,1,1,1,1,0.999867,1,,0,0,0,0.00133333,0.00133333,0.00266667,0.00666667,0.012,0.0693333,0.313333,0.354667,0.109333,0.0106667,0.00133333,0,0,0,0,0.00133333,0,,0.449333,0.439433,0.434733,0.450333,0.4503,0.442533,0.436767,0.439667,0.444767,0.4432,0.472,0.466167,0.457667,0.4582,0.457233,0.455133,0.4562,0.464367,0.479333,0.4646,,2.8394,2.8374,2.836,2.8276,2.8388,2.8356,2.8198,2.8254,2.8456,2.8836,2.9492,2.962,2.9632,2.9642,2.9502,2.9564,2.9572,2.9512,2.9604,2.954,,0.453098,0.0862957,2.89786,0.146032,0.0595712,0.119336,0.413773,0.45352,0.0852566,2.89659,0.14656,0.0895545,,0.133733,0.131715
25000,,-0.224665,0.236323,,7207,7149,,0.435632,0.0892087,2.80307,0.17317,0.136118,0.363155,,0.458239,0.0823467,2.90621,0.125006,0.142398,0.378473,,7137,84,7077,102,600,,0,0,0,0,0,0,0,0.0016,0.0262667,0.173733,0.7912,0.9772,0.998,0.999867,1,1,1,1,1,1,,0,0,0,0,0,0,0,0.0106667,0.0706667,0.309333,0.393333,0.0653333,0.008,0.00133333,0,0,0,0,0,0,,0.41,0.4251,0.421633,0.438,0.445733,0.449,0.441267,0.441967,0.443,0.4446,0.449967,0.455733,0.4635,0.4707,0.467333,0.457633,0.4543,0.454267,0.451033,0.453467,,2.7236,2.7232,2.7472,2.791,2.8144,2.8394,2.8476,2.847,2.8522,2.8838,2.906,2.9068,2.9308,2.9176,2.9108,2.9,2.9082,2.9026,2.8938,2.8798,,0.446912,0.0867285,2.85629,0.159107,0.0880983,0.126849,0.317575,0.444907,0.0850425,2.85496,0.159516,0.129648,,0.1388,0.137268
25250,,-0.328202,0.344925,,7192,7165,,0.458617,0.0871599,2.8261,0.151447,0.125973,0.353134,,0.481985,0.0829638,2.96923,0.111886,0.12575,0.354908,,7129,112,7111,98,550,,0,0,0,0,0,0,0.000266667,0.00146667,0.0262667,0.178933,0.811733,0.965467,0.996533,1,1,1,1,1,1,0.999733,,0,0,0,0,0,0,0.00266667,0.004,0.0693333,0.344,0.32,0.0986667,0.016,0,0,0,0,0,0,0.00266667,,0.456467,0.461633,0.468867,0.453133,0.453,0.457833,0.464067,0.464167,0.4585,0.4484,0.459633,0.4704,0.4717,0.473633,0.479567,0.484833,0.4919,0.488,0.4931,0.493233,,2.7854,2.8016,2.8302,2.824,2.8124,2.828,2.839,2.8556,2.8472,2.8584,2.902,2.9406,2.931,2.9508,2.973,2.9652,2.983,2.9958,3.0098,3.0052,,0.469603,0.0859654,2.89691,0.150449,0.0995798,0.134746,0.46606,0.467297,0.086942,2.89617,0.147895,0.102807,,0.125933,0.125674
25500,,-0.166745,0.172925,,7166,7220,,0.465413,0.086656,2.91954,0.128635,0.115406,0.33549,,0.482663,0.0845208,2.99119,0.0936633,0.127147,0.356203,,7118,87,7173,99,523,,0,0,0,0,0.000133333,0,0,0.00306667,0.0230667,0.196133,0.834133,0.975333,0.996667,0.9996,1,1,1,1,0.999733,1,,0,0,0,0,0.00133333,0,0,0.008,0.08,0.36,0.284,0.0653333,0.0146667,0.00266667,0,0,0,0,0.00266667,0,,0.456267,0.4687,0.465067,0.471567,0.4705,0.472367,0.455967,0.456133,0.467733,0.476867,0.485433,0.493767,0.498033,0.484267,0.4868,0.4794,0.4821,0.478733,0.4693,0.4675,,2.8974,2.9054,2.9278,2.9366,2.9214,2.915,2.9138,2.9228,2.9246,2.9476,2.9502,2.9722,2.9834,2.9886,2.9904,2.9986,3.0056,2.9982,3.0032,2.9992,,0.474325,0.0858875,2.9551,0.118097,0.0426095,0.0987041,0.29739,0.473625,0.0861001,2.95448,0.117911,0.0720204,,0.121067,0.119743
25750,,-0.322297,0.354004,,7155,7166,,0.457911,0.0852943,2.87746,0.143103,0.136129,0.372427,,0.502958,0.0842366,3.01823,0.07879,0.122523,0.350675,,7086,110,7084,79,641,,0,0,0.000266667,0,0,0,0,0.00386667,0.0234667,0.199067,0.805067,0.976133,0.9968,0.999867,0.999867,1,0.999867,1,1,1,,0,0,0.00266667,0,0,0,0,0.0226667,0.076,0.364,0.348,0.072,0.016,0.00133333,0.00133333,0,0.00133333,0,0,0,,0.453233,0.449567,0.444667,0.453833,0.449,0.459433,0.461833,0.469333,0.475333,0.4765,0.496367,0.506067,0.500167,0.495233,0.504633,0.4986,0.506833,0.512067,0.505567,0.4952,,2.8398,2.8468,2.8452,2.8596,2.8712,2.8804,2.9068,2.9086,2.9048,2.9502,2.9862,2.9958,2.9974,3.0112,3.0198,3.026,3.0328,3.0378,3.0328,3.0206,,0.480673,0.0875246,2.94869,0.134085,0.159202,0.251487,0.514,0.480245,0.0857362,2.94806,0.134719,0.178712,,0.13,0.1315
26000,,-0.178671,0.186142,,7139,7244,,0.482133,0.0873794,2.98237,0.12993,0.117103,0.34528,,0.502295,0.0830923,3.05649,0.106222,0.116372,0.344496,,7063,92,7177,94,574,,0,0,0,0,0,0,0,0.00253333,0.0249333,0.207733,0.823467,0.984667,0.9988,0.999867,1,1,1,1,1,1,,0,0,0,0,0,0,0,0.012,0.0786667,0.357333,0.310667,0.0506667,0.012,0.00133333,0,0,0,0,0,0,,0.469767,0.474367,0.464133,0.468733,0.484567,0.497433,0.493867,0.494267,0.491167,0.490067,0.5067,0.495033,0.504133,0.4971,0.5043,0.509567,0.5051,0.501833,0.4962,0.504533,,2.982,2.9772,2.9544,2.958,2.9762,2.975,2.9758,3.0084,3.021,3.0224,3.0466,3.0526,3.0464,3.067,3.0684,3.0696,3.0572,3.0546,3.0472,3.0476,,0.492643,0.0858422,3.02038,0.124063,0.0584214,0.115136,0.291436,0.491213,0.0839968,3.02068,0.123929,0.0793937,,0.117933,0.119758
26250,,0.0462182,-0.0450244,,7183,7154,,0.490913,0.0854556,3.04634,0.122868,0.133649,0.361886,,0.478232,0.08192,3.02751,0.0956572,0.118395,0.340146,,7125,103,7085,125,562,,0,0,0,0.000133333,0,0.0004,0.0004,0.0036,0.0248,0.192933,0.794133,0.982267,0.997333,0.9996,1,1,1,1,1,1,,0,0,0,0.00133333,0,0.00266667,0.00266667,0.0173333,0.084,0.332,0.357333,0.0693333,0.016,0.00133333,0,0,0,0,0,0,,0.489,0.491633,0.4807,0.4893,0.4977,0.490133,0.5043,0.493867,0.487267,0.481767,0.480667,0.4752,0.4832,0.476467,0.4864,0.486833,0.478067,0.4746,0.474133,0.466867,,3.0468,3.043,3.038,3.0256,3.0458,3.0632,3.0622,3.0528,3.0378,3.0486,3.0232,3.0328,3.0346,3.0402,3.0274,3.036,3.0256,3.0232,3.0166,3.0146,,0.484405,0.0837994,3.0369,0.110161,0.0342532,-0.0748794,-0.0847394,0.481572,0.0831095,3.03747,0.110016,0.0406863,,0.126733,0.124405
26500,,0.15315,-0.152396,,7153,7186,,0.511002,0.0843747,3.11173,0.133258,0.115616,0.343579,,0.508485,0.082023,3.05179,0.100385,0.109658,0.329121,,7084,115,7115,95,591,,0,0,0,0,0.000133333,0,0.000133333,0.00253333,0.0326667,0.1896,0.816933,0.976267,0.9976,0.999733,0.999733,1,0.999867,1,1,1,,0,0,0,0,0.00133333,0,0.00133333,0.0146667,0.0933333,0.338667,0.332,0.0813333,0.012,0.00266667,0.00266667,0,0.00133333,0,0,0,,0.5105,0.5156,0.5152,0.519633,0.5188,0.5154,0.509533,0.495167,0.503567,0.505233,0.5069,0.505267,0.5156,0.513,0.508633,0.510233,0.505033,0.496367,0.5074,0.510367,,3.126,3.1196,3.1226,3.1182,3.1304,3.1194,3.1032,3.0846,3.092,3.085,3.066,3.056,3.0502,3.0376,3.049,3.0552,3.0488,3.0474,3.0632,3.0556,,0.509372,0.0833079,3.0815,0.121514,0.0245684,-0.0153161,-0.242006,0.509703,0.0817619,3.0817,0.121232,0.0381591,,0.112333,0.112648
26750,,-0.0198654,0.0202024,,7203,7180,,0.490424,0.0889884,3.06381,0.11315,0.11634,0.337302,,0.498743,0.0826342,3.07191,0.11221,0.121866,0.347928,,7136,90,7114,89,571,,0,0,0,0,0,0,0,0.0016,0.0210667,0.175467,0.820933,0.979867,0.999333,1,0.999867,1,0.999867,1,1,1,,0,0,0,0,0,0,0,0.008,0.0786667,0.314667,0.341333,0.0706667,0.00666667,0,0.00133333,0,0.00133333,0,0,0,,0.466167,0.472567,0.4805,0.483567,0.504533,0.5133,0.502067,0.4918,0.4936,0.494267,0.5092,0.508233,0.504267,0.5014,0.497067,0.489833,0.4998,0.4893,0.493133,0.495733,,3.0394,3.0402,3.046,3.0524,3.0526,3.0776,3.0816,3.077,3.09,3.0922,3.092,3.0894,3.074,3.0752,3.0796,3.075,3.0674,3.0532,3.0608,3.0612,,0.494517,0.0860127,3.06884,0.113212,0.0132447,0.0489756,0.0359045,0.494488,0.0868236,3.06844,0.114586,0.0442988,,0.1192,0.117658
27000,,-0.0432569,0.0423289,,7177,7170,,0.487376,0.0871948,3.032,0.0823358,0.128048,0.358096,,0.476921,0.0845741,3.04975,0.111606,0.127755,0.354286,,7111,87,7108,104,590,,0,0,0.000133333,0.000133333,0,0.000133333,0.0004,0.00306667,0.026,0.187333,0.818533,0.969867,0.998,1,1,1,1,0.999867,1,1,,0,0,0.00133333,0.00133333,0,0.00133333,0.00266667,0.016,0.0733333,0.338667,0.325333,0.0973333,0.012,0,0,0,0,0.00133333,0,0,,0.486867,0.490267,0.489233,0.4757,0.473533,0.488433,0.489567,0.4843,0.498033,0.498967,0.480667,0.477133,0.4684,0.478467,0.479567,0.486767,0.481967,0.478433,0.4662,0.476167,,3.0374,3.0354,3.0304,3.0348,3.0262,3.0342,3.0386,3.0248,3.0256,3.0362,3.0536,3.06,3.0456,3.0438,3.0378,3.047,3.0574,3.0486,3.0638,3.0376,,0.482433,0.0859399,3.04094,0.0981831,0.0166132,-0.0626874,0.0885456,0.483728,0.0857444,3.03987,0.0973133,0.0483578,,0.128133,0.127049
27250,,0.0496312,-0.0485562,,7197,7186,,0.473013,0.0883392,3.00917,0.0834047,0.125052,0.353716,,0.462768,0.0848718,2.98819,0.0961635,0.122599,0.343924,,7137,88,7100,71,604,,0,0,0,0,0,0,0,0.0008,0.0201333,0.186,0.825867,0.977067,0.997733,0.999733,1,1,0.999867,1,1,1,,0,0,0,0,0,0,0,0.00533333,0.076,0.312,0.326667,0.0866667,0.012,0.00266667,0,0,0.00133333,0,0,0,,0.501833,0.4955,0.487867,0.4715,0.462,0.462433,0.461167,0.462267,0.4553,0.4581,0.4446,0.447333,0.4516,0.458333,0.462967,0.464533,0.478067,0.469833,0.4765,0.474133,,3.028,3.0268,3.022,3.0098,3,2.9984,2.9996,3.004,2.9994,2.998,2.9764,2.9786,2.9838,2.9924,2.988,2.9896,2.987,2.9978,2.9956,2.991,,0.467293,0.0869446,2.99831,0.0906898,0.0525652,-0.0607123,-0.113775,0.468278,0.0864852,2.9975,0.0882652,0.0489866,,0.124267,0.122024
27500,,0.262142,-0.24718,,7222,7171,,0.495939,0.0891039,3.04443,0.0992447,0.115037,0.334367,,0.467634,0.0849434,2.93871,0.113072,0.12425,0.352153,,7172,109,7102,81,536,,0.000266667,0,0,0,0,0,0,0.0012,0.0250667,0.168133,0.806533,0.971867,0.9952,0.999867,1,1,1,1,0.999867,1,,0.00266667,0,0,0,0,0,0,0.00666667,0.0706667,0.313333,0.309333,0.0826667,0.0213333,0.00133333,0,0,0,0,0.00133333,0,,0.520067,0.502867,0.505,0.506333,0.4979,0.493767,0.487733,0.485067,0.4738,0.475833,0.455333,0.462,0.464867,0.457167,0.478433,0.473533,0.471333,0.4689,0.4737,0.4702,,3.106,3.081,3.066,3.0612,3.0372,3.0332,3.0196,3.0136,3.0066,2.9866,2.935,2.9228,2.9192,2.9094,2.9222,2.936,2.9498,2.962,2.964,2.978,,0.481192,0.0882909,2.99047,0.1181,0.120863,-0.157505,-0.439267,0.482615,0.0869467,2.98965,0.119157,0.12744,,0.118733,0.116636
